,make,model,year,style,distance,engine_capacity,fuel_type,transmission,price
34073,66,244,2000.0,4,181000.0,1200.0,4,1,1900.0
34074,55,289,2003.0,10,320857.0,2700.0,0,0,2999.0
34075,79,799,2012.0,4,160000.0,1400.0,0,1,6500.0
34076,19,288,2015.0,3,163000.0,1500.0,0,1,9300.0
34077,61,143,1996.0,4,300000.0,1400.0,4,1,1500.0
34078,6,1,1994.0,11,11111.0,2000.0,3,1,1500.0
34079,66,744,1997.0,4,155000.0,1200.0,4,1,1000.0
34080,66,383,2014.0,6,172000.0,1461.0,0,1,7899.0
34081,79,614,2007.0,9,200000.0,2362.0,3,0,8500.0
34082,27,337,2012.0,11,150000.0,1000.0,4,1,5200.0
34083,38,581,2016.0,9,105700.0,1500.0,0,0,15700.0
34084,58,535,2014.0,9,168000.0,1998.0,5,0,12900.0
34085,8,781,2005.0,11,470000.0,1995.0,0,1,7700.0
34086,81,30,1999.0,10,115000.0,1500.0,4,1,1200.0
34087,79,216,2012.0,10,160000.0,2500.0,4,0,11500.0
34088,60,593,2008.0,3,268000.0,1450.0,0,1,6350.0
34089,82,212,2008.0,6,278542.0,1592.0,3,1,4700.0
34090,26,282,2018.0,5,40000.0,1300.0,0,1,9000.0
34091,66,448,2003.0,11,380000.0,1600.0,3,1,2700.0
34092,61,143,2010.0,4,163000.0,1248.0,0,1,5600.0
34093,72,524,2001.0,10,300000.0,1600.0,3,1,3000.0
34094,55,178,1997.0,10,200000.0,2151.0,0,0,4000.0
34095,58,444,2017.0,7,20433.0,2442.0,0,0,25000.0
34096,8,76,2000.0,11,350000.0,3000.0,0,1,4800.0
34097,35,240,2008.0,10,190000.0,1300.0,2,0,4800.0
34098,66,489,2017.0,11,180560.0,1461.0,0,0,9700.0
34099,79,257,2015.0,10,60000.0,1800.0,4,0,9200.0
34100,35,240,2007.0,10,250000.0,1300.0,2,0,4800.0
34101,79,258,2003.0,5,370000.0,2000.0,0,1,4500.0
34102,66,655,2006.0,6,230000.0,1500.0,0,1,2900.0
34103,82,668,2005.0,6,32.0,1900.0,0,1,6100.0
34104,6,113,2000.0,11,210.0,1800.0,4,1,3800.0
34106,79,363,2012.0,2,49000.0,2000.0,4,0,17000.0
34107,66,756,2004.0,10,220000.0,3000.0,0,0,1250.0
34108,27,337,2016.0,11,139000.0,1500.0,0,1,9000.0
34109,82,545,2000.0,10,170000.0,1600.0,4,1,3100.0
34110,82,728,2003.0,6,187000.0,1600.0,4,1,4300.0
34111,42,234,2005.0,9,1.0,2800.0,0,1,7000.0
34112,55,289,2001.0,11,300000.0,2200.0,0,1,4200.0
34113,8,783,2004.0,9,189300.0,3000.0,0,0,6400.0
34114,6,113,2006.0,10,211000.0,3000.0,0,0,4900.0
34115,8,76,2017.0,10,214000.0,2000.0,0,0,26499.0
34116,55,468,2013.0,9,160000.0,2200.0,0,0,26999.0
34117,47,281,2016.0,9,161000.0,3000.0,4,0,44999.0
34118,72,703,2016.0,10,182000.0,1600.0,0,0,14999.0
34119,8,783,2014.0,9,171000.0,2000.0,0,0,30999.0
34120,58,535,2015.0,3,167000.0,2000.0,5,0,15500.0
34121,6,582,2016.0,3,46000.0,2000.0,4,0,21499.0
34122,79,614,2011.0,3,199900.0,2200.0,0,0,13900.0
34123,6,584,2016.0,3,97000.0,3000.0,0,0,45999.0
34125,82,421,2018.0,10,26000.0,1400.0,4,0,13500.0
34126,35,120,2019.0,10,37000.0,2000.0,2,0,18900.0
34127,8,781,2017.0,3,120000.0,2000.0,4,0,24800.0
34128,55,468,2012.0,3,210000.0,2200.0,0,0,24499.0
34129,8,76,2020.0,10,0.0,2000.0,0,0,59999.0
34130,79,145,2007.0,4,268000.0,1400.0,0,1,6299.0
34131,82,375,2017.0,4,49000.0,2000.0,4,0,14999.0
34132,55,360,2012.0,3,136000.0,2200.0,0,0,18499.0
34133,8,781,2016.0,3,198000.0,2000.0,0,0,20999.0
34134,8,783,2016.0,3,43000.0,2000.0,0,0,42500.0
34135,55,468,2013.0,9,137000.0,2200.0,0,0,26999.0
34136,55,358,2018.0,9,59000.0,2143.0,0,0,45000.0
34137,55,289,2014.0,0,75000.0,1991.0,4,0,21000.0
34138,53,87,2002.0,10,25.0,2500.0,3,0,2000.0
34140,62,544,2004.0,5,300000.0,2000.0,0,1,2100.0
34141,53,563,2002.0,6,230.0,2000.0,0,1,1650.0
34142,8,76,2018.0,10,49000.0,2000.0,4,0,29900.0
34143,58,538,1999.0,9,40000.0,2800.0,0,0,4300.0
34144,66,497,2006.0,11,259500.0,1500.0,0,1,3750.0
34145,53,81,2006.0,10,367000.0,1800.0,3,1,4399.0
34146,55,289,2000.0,10,111112.0,2700.0,0,0,5999.0
34147,66,133,2020.0,3,0.0,0.0,1,0,13600.0
34148,60,492,1994.0,4,380000.0,1000.0,4,1,1200.0
34149,35,120,1994.0,10,400.0,2000.0,3,1,1650.0
34150,55,178,2005.0,10,250000.0,2700.0,0,0,2900.0
34151,37,742,2006.0,4,270356.0,2000.0,3,1,6500.0
34152,55,289,2015.0,10,175800.0,2200.0,0,0,17500.0
34153,27,309,2001.0,11,320000.0,1800.0,0,1,1200.0
34154,37,742,2012.0,9,120000.0,2000.0,4,1,10000.0
34155,79,150,2004.0,11,200000.0,2000.0,0,1,2400.0
34156,37,742,2012.0,9,100000.0,2000.0,4,1,9500.0
34157,8,82,2018.0,10,60000.0,3000.0,4,0,39900.0
34158,55,178,2005.0,10,1780000.0,1800.0,4,0,6500.0
34159,79,145,2008.0,4,268000.0,1400.0,0,1,5499.0
34160,61,807,2001.0,6,1111.0,2000.0,0,1,1700.0
34161,76,422,2006.0,9,130000.0,1300.0,4,1,6000.0
34162,82,545,1990.0,10,4257.0,1800.0,3,1,1250.0
34163,47,608,2003.0,9,180000.0,3000.0,0,0,12000.0
34164,66,489,2013.0,11,233890.0,1500.0,0,1,6300.0
34165,82,421,2012.0,10,150000.0,2000.0,4,0,7500.0
34166,61,755,1998.0,4,290000.0,2000.0,4,1,2000.0
34167,55,666,1992.0,10,364000.0,1983.0,3,1,2700.0
34168,8,784,2011.0,3,254175.0,400.0,0,0,27000.0
34169,82,375,1992.0,4,111111.0,1300.0,4,1,850.0
34170,81,33,1992.0,11,68000.0,1500.0,4,1,650.0
34171,61,143,1999.0,11,11111.0,1600.0,3,1,1500.0
34172,61,143,2004.0,11,176268.0,1600.0,4,1,1500.0
34173,18,191,2017.0,6,161000.0,1600.0,0,1,11999.0
34174,79,673,2021.0,6,6000.0,2500.0,2,0,28000.0
34175,19,461,2012.0,10,215.0,1200.0,4,1,3750.0
34176,55,289,2004.0,1,300.0,220.0,0,1,3000.0
34177,53,81,2006.0,11,270000.0,2300.0,3,1,5000.0
34178,55,768,1999.0,6,508560.0,2200.0,0,1,3250.0
34179,55,666,1990.0,10,641059.0,2000.0,0,1,3000.0
34180,61,259,2013.0,4,172000.0,1300.0,0,1,5450.0
34181,61,143,2005.0,4,300002.0,1600.0,3,1,3850.0
34182,55,468,2003.0,9,0.0,2699.0,0,0,8400.0
34183,66,310,2004.0,6,330000.0,3000.0,0,0,4000.0
34184,81,41,2020.0,9,0.0,1700.0,4,1,9500.0
34185,27,309,1991.0,1,11111.0,1849.0,0,1,799.0
34186,19,288,2014.0,3,160000.0,1500.0,0,1,8200.0
34187,16,153,2013.0,10,145000.0,1400.0,4,1,5100.0
34188,29,133,2021.0,7,10260.0,5300.0,4,0,22600.0
34189,79,614,2018.0,3,37176.0,2500.0,2,0,19600.0
34190,60,436,2020.0,3,55389.0,1600.0,4,0,11000.0
34191,23,607,2016.0,7,100235.0,5700.0,4,0,34300.0
34192,82,545,2017.0,10,79403.0,1800.0,4,0,9000.0
34193,16,738,2016.0,3,49500.0,1500.0,4,0,9800.0
34194,83,640,2011.0,10,262200.0,2000.0,0,0,10999.0
34196,82,545,2011.0,10,172000.0,1400.0,4,1,8500.0
34197,6,113,2004.0,11,249500.0,2500.0,0,0,6000.0
34198,58,117,2011.0,3,224000.0,200.0,3,0,9250.0
34199,43,619,2002.0,11,263000.0,1350.0,4,1,1950.0
34200,76,384,1991.0,9,277500.0,1600.0,4,0,1150.0
34201,76,422,2008.0,9,300000.0,1300.0,4,1,5000.0
34202,66,489,2006.0,10,250000.0,1600.0,4,1,2750.0
34203,82,727,2005.0,3,285000.0,2500.0,0,0,7700.0
34205,8,51,2008.0,10,270150.0,2000.0,4,1,6000.0
34206,13,307,2004.0,7,2000.0,6000.0,3,0,13999.0
34207,8,76,1999.0,10,300.0,3000.0,0,0,2300.0
34209,82,545,2001.0,10,300000.0,1800.0,4,1,2800.0
34211,82,759,1995.0,4,200000.0,1800.0,4,1,1500.0
34212,8,782,2019.0,9,32000.0,2000.0,0,0,45000.0
34213,27,332,1995.0,2,44250.0,1100.0,4,1,900.0
34215,60,425,2011.0,4,140000.0,1500.0,0,1,6699.0
34216,17,659,2005.0,0,141000.0,2700.0,4,0,3000.0
34217,61,490,2011.0,4,187000.0,1300.0,0,1,5600.0
34219,37,742,2006.0,9,258000.0,1991.0,0,1,3300.0
34220,8,51,1996.0,10,300000.0,1900.0,4,1,4100.0
34221,55,178,2010.0,11,280000.0,1800.0,4,0,8900.0
34222,81,35,2001.0,10,168000.0,1500.0,3,1,400.0
34224,66,430,2019.0,3,77000.0,1500.0,0,0,18990.0
34225,38,581,2016.0,10,51000.0,2000.0,4,0,18490.0
34227,37,742,2016.0,3,165000.0,1700.0,0,0,16350.0
34228,78,495,2018.0,4,15000.0,0.0,1,0,59000.0
34233,55,178,1994.0,10,395000.0,1997.0,3,1,2650.0
34234,55,200,2006.0,10,290000.0,2998.0,0,0,7500.0
34235,27,332,2008.0,4,125000.0,1200.0,4,1,3200.0
34236,62,22,2007.0,4,2.0,100.0,0,1,4200.0
34237,82,737,1992.0,1,999999.0,2400.0,0,1,3000.0
34239,37,650,2016.0,3,147919.0,1999.0,0,0,16100.0
34242,55,768,2001.0,11,395000.0,2200.0,0,1,2599.0
34244,79,145,2007.0,10,0.0,1376.0,0,1,5700.0
34245,79,150,2010.0,11,145000.0,1789.0,3,0,7000.0
34248,26,695,2005.0,11,23.0,1600.0,4,1,3850.0
34249,6,113,2008.0,10,200000.0,2400.0,4,0,7500.0
34250,60,593,2014.0,3,125000.0,1200.0,4,1,7900.0
34251,62,57,2005.0,4,1.0,1600.0,4,1,1900.0
34252,79,614,2003.0,3,146000.0,2000.0,4,1,3600.0
34253,35,240,2006.0,4,189000.0,1500.0,4,1,2500.0
34254,18,191,2008.0,6,159000.0,2000.0,4,0,2900.0
34255,76,384,2008.0,9,189000.0,2000.0,4,1,4500.0
34256,58,248,2006.0,4,0.0,1300.0,4,0,2200.0
34257,72,524,2005.0,4,0.0,1600.0,4,1,2550.0
34258,37,264,2017.0,3,12000.0,1600.0,4,0,9200.0
34259,82,545,2001.0,11,205700.0,1898.0,0,1,1400.0
34260,66,246,2013.0,4,26000.0,1200.0,4,1,3700.0
34261,79,257,2014.0,10,75000.0,1600.0,4,0,7200.0
34262,48,204,2014.0,10,123000.0,1800.0,2,0,7700.0
34263,82,173,2001.0,10,1.0,1600.0,4,1,1600.0
34264,61,416,2009.0,10,1.0,1800.0,4,1,4900.0
34265,82,344,2007.0,4,123000.0,1400.0,4,1,1550.0
34267,66,218,2014.0,3,149000.0,1500.0,0,0,10350.0
34268,72,703,2016.0,10,250001.0,1600.0,0,0,14299.0
34269,55,106,2010.0,4,280000.0,1498.0,3,1,4400.0
34270,6,111,2006.0,10,200000.0,2000.0,4,1,2200.0
34272,20,485,2010.0,10,130000.0,800.0,4,1,1500.0
34274,60,593,2015.0,3,96000.0,1200.0,4,0,11950.0
34276,61,807,2003.0,6,350000.0,1800.0,3,1,3800.0
34277,82,545,2009.0,11,255000.0,2000.0,0,1,3000.0
34278,66,336,2013.0,10,55000.0,100.0,1,0,8000.0
34279,79,451,2007.0,9,210000.0,2700.0,3,0,15950.0
34281,66,383,2015.0,6,160000.0,1500.0,0,1,7800.0
34287,72,524,2015.0,11,100000.0,1600.0,0,0,13600.0
34289,82,723,2010.0,3,156000.0,1400.0,4,1,7100.0
34291,72,524,2015.0,10,129000.0,1400.0,4,1,9650.0
34293,62,5,2019.0,2,27000.0,999.0,4,1,7700.0
34294,66,489,2008.0,4,1.0,1500.0,0,1,4200.0
34295,82,545,1995.0,11,400000.0,1800.0,3,1,1300.0
34296,72,524,2007.0,10,252000.0,1600.0,3,1,3490.0
34297,82,375,2011.0,4,111500.0,1400.0,4,0,8300.0
34298,72,703,2009.0,10,106355.0,1800.0,4,0,8100.0
34299,18,180,2011.0,3,320000.0,2200.0,0,0,10999.0
34300,72,524,2014.0,11,200.0,2000.0,0,0,15000.0
34301,82,375,2009.0,4,170000.0,1400.0,4,1,5400.0
34302,37,742,2016.0,9,128126.0,1999.0,0,0,15650.0
34303,8,51,2006.0,10,121274.0,2000.0,4,1,7200.0
34304,43,684,2017.0,3,160454.0,1999.0,0,0,17100.0
34305,82,545,2008.0,11,28000.0,200.0,0,1,4300.0
34306,37,742,2016.0,3,140624.0,1999.0,0,0,15700.0
34307,47,610,2008.0,3,200001.0,2700.0,0,0,13500.0
34308,26,658,2000.0,5,1804290.0,1900.0,0,1,2200.0
34309,6,583,2016.0,9,145000.0,1968.0,0,0,14800.0
34310,83,787,2016.0,11,136000.0,1969.0,0,1,13000.0
34311,83,750,2013.0,11,280000.0,2400.0,0,0,13100.0
34312,37,650,2019.0,9,35898.0,1999.0,0,0,26400.0
34313,37,683,2015.0,3,210234.0,199.0,3,0,8800.0
34314,43,692,2016.0,3,160283.0,1999.0,0,0,14900.0
34315,43,224,2018.0,6,67680.0,2199.0,0,0,1945.0
34317,43,133,2020.0,10,4156.0,1599.0,4,0,14999.0
34318,43,692,2016.0,3,102100.0,1699.0,0,0,13450.0
34319,43,692,2016.0,3,98672.0,1699.0,0,0,14380.0
34320,43,684,2016.0,9,128117.0,1999.0,0,0,16850.0
34321,66,239,2020.0,2,51.0,6100.0,1,0,5480.0
34322,43,531,2016.0,10,118824.0,2000.0,2,0,11550.0
34323,43,531,2020.0,10,18681.0,1599.0,4,0,50300.0
34325,79,150,2001.0,10,3.0,1800.0,4,1,699.0
34326,82,546,2010.0,2,210000.0,2000.0,4,0,8500.0
34327,61,143,2011.0,11,166000.0,1300.0,0,1,5999.0
34328,79,216,2018.0,10,39000.0,2500.0,4,0,17700.0
34329,61,249,2013.0,6,196000.0,1300.0,0,1,5700.0
34330,79,257,2002.0,10,157000.0,1400.0,4,0,4000.0
34331,55,468,2004.0,9,455000.0,2700.0,0,0,7800.0
34332,81,30,1987.0,10,70000.0,1500.0,4,1,2200.0
34334,82,545,1992.0,10,3335557.0,1800.0,4,1,1750.0
34335,53,475,2004.0,6,284855.0,1986.0,0,1,2222.0
34336,37,683,1995.0,10,285000.0,2000.0,3,1,1800.0
34337,8,76,2008.0,10,255000.0,3000.0,0,0,6000.0
34338,79,257,2007.0,10,220000.0,1400.0,0,1,5000.0
34339,82,212,2008.0,6,250.0,2000.0,3,1,5000.0
34340,6,92,1994.0,10,0.0,2000.0,4,1,1100.0
34341,79,614,2007.0,2,100000000.0,200.0,0,1,8800.0
34342,8,76,1995.0,10,256385.0,2000.0,4,0,3900.0
34343,62,544,2006.0,6,243666.0,1600.0,4,1,3350.0
34345,62,69,1995.0,10,20000.0,1600.0,4,1,500.0
34346,58,686,1993.0,6,1.0,1800.0,4,1,991.0
34347,79,570,2011.0,4,203000.0,1800.0,2,0,8900.0
34348,6,113,2005.0,10,300000.0,2000.0,0,1,8000.0
34349,55,289,2003.0,10,265000.0,2690.0,0,0,3849.0
34350,61,259,2011.0,4,191000.0,1300.0,0,1,4550.0
34351,79,576,2016.0,4,10000.0,1600.0,0,1,6400.0
34354,6,113,1998.0,11,222222.0,2500.0,0,1,2100.0
34355,55,289,2004.0,10,300000.0,2200.0,0,0,5000.0
34356,27,334,2015.0,4,190000.0,1000.0,4,0,6500.0
34357,82,545,1992.0,11,123456.0,1800.0,4,1,1400.0
34358,27,337,2017.0,11,192000.0,1500.0,0,1,9000.0
34359,19,462,2008.0,11,100000000.0,1600.0,3,1,2200.0
34360,55,768,1998.0,6,200000.0,2200.0,0,1,1400.0
34361,60,128,2000.0,4,188000.0,1500.0,4,1,1800.0
34362,6,111,2015.0,10,95000.0,2000.0,4,0,15000.0
34363,18,184,2008.0,4,230000.0,1000.0,4,1,2900.0
34364,81,32,1990.0,4,11111.0,1294.0,4,1,450.0
34365,79,150,2008.0,10,230000.0,2200.0,0,1,4700.0
34366,61,143,1999.0,11,334500.0,1700.0,0,1,1600.0
34367,58,535,2014.0,3,212000.0,2000.0,5,0,12500.0
34368,37,650,2011.0,3,16000.0,2200.0,0,1,13555.0
34369,19,462,2015.0,11,160.0,1200.0,4,1,5100.0
34370,55,178,1994.0,4,350000.0,1800.0,4,1,1500.0
34371,62,21,2000.0,4,162000.0,1400.0,3,0,2600.0
34372,8,76,2000.0,10,300000.0,2000.0,0,1,1200.0
34373,83,789,2007.0,9,270000.0,2400.0,0,0,12500.0
34374,8,783,2008.0,9,290000.0,3000.0,0,0,9600.0
34375,53,210,2008.0,3,190000.0,2300.0,4,0,6650.0
34376,60,425,2013.0,3,100000.0,1600.0,4,0,9800.0
34377,66,489,2014.0,11,140.0,1500.0,0,0,7500.0
34378,82,466,2000.0,2,225431.0,1200.0,0,1,2200.0
34379,79,150,2009.0,11,160739.0,200.0,0,1,10850.0
34380,48,605,2010.0,3,180000.0,3500.0,2,0,20000.0
34381,8,76,2002.0,10,289000.0,3499.0,4,0,7500.0
34382,47,280,2018.0,9,1.0,1999.0,0,0,60000.0
34383,62,316,2000.0,6,220.0,1900.0,0,1,1500.0
34384,61,143,2011.0,11,238000.0,1400.0,3,1,5500.0
34385,79,150,2006.0,11,385000.0,220.0,0,1,2300.0
34386,53,62,1997.0,4,278000.0,1500.0,4,1,1600.0
34387,82,545,2001.0,10,490.0,2000.0,3,1,3349.0
34388,79,257,2006.0,11,27000.0,1400.0,0,1,5450.0
34389,72,703,2006.0,10,1.0,2500.0,0,0,5900.0
34390,55,157,2007.0,4,209155.0,1700.0,4,0,6000.0
34391,37,820,2013.0,3,190000.0,2000.0,0,1,12800.0
34395,66,133,1991.0,6,140000.0,1600.0,0,1,500.0
34396,61,429,1992.0,11,0.0,1400.0,4,1,10000.0
34397,79,145,2010.0,4,163700.0,1400.0,0,1,7111.0
34398,62,316,1997.0,6,510000.0,1905.0,0,1,1699.0
34399,61,755,1991.0,10,250000.0,1398.0,4,1,800.0
34400,8,0,2012.0,4,134000.0,1600.0,4,1,10800.0
34401,82,421,2003.0,10,126388.0,200.0,4,0,3000.0
34402,55,289,2011.0,10,203000.0,2200.0,0,0,13400.0
34403,37,370,2005.0,10,1994.0,1100.0,4,1,2500.0
34404,6,113,2006.0,10,240000.0,3000.0,0,0,5500.0
34405,66,489,2017.0,11,140000.0,1500.0,0,1,9200.0
34407,61,807,2008.0,6,208292.0,1796.0,4,1,4500.0
34408,8,781,2005.0,9,230000.0,2494.0,3,0,9600.0
34409,48,605,2010.0,3,141935.0,3500.0,2,0,20000.0
34410,19,461,2007.0,10,303303.0,1400.0,3,1,2000.0
34412,55,14,1984.0,10,250000.0,200.0,0,0,1000.0
34414,17,659,2001.0,10,208000.0,1996.0,4,0,3400.0
34415,6,111,2010.0,10,164000.0,1984.0,4,0,11800.0
34417,35,120,1999.0,10,200000.0,200.0,4,1,2299.0
34419,8,76,2001.0,10,409000.0,2500.0,0,1,4800.0
34420,55,626,2014.0,10,90500.0,3498.0,2,0,37000.0
34421,81,32,1987.0,4,7801.0,1300.0,4,1,750.0
34422,19,462,2009.0,11,69320692.0,1461.0,0,1,5499.0
34423,19,461,2009.0,10,188574.0,1400.0,3,1,3500.0
34424,82,212,2014.0,11,163000.0,2000.0,3,1,9000.0
34425,38,581,2016.0,3,150000.0,2143.0,0,0,12700.0
34426,19,288,2013.0,9,0.0,1400.0,0,1,7600.0
34427,81,40,2005.0,10,2020.0,1500.0,4,1,1200.0
34428,8,76,2017.0,10,95000.0,1998.0,5,0,26700.0
34429,82,545,2002.0,11,299564.0,2000.0,4,1,3500.0
34430,82,375,1997.0,4,224500.0,1600.0,4,1,1750.0
34431,48,605,2011.0,9,170000.0,3500.0,2,0,13300.0
34432,55,666,1985.0,10,287000.0,2300.0,4,0,3950.0
34433,55,178,2004.0,11,235000.0,2195.0,0,0,3899.0
34434,19,288,2011.0,3,133000.0,1500.0,0,1,7999.0
34436,20,485,2008.0,4,46000.0,800.0,4,1,500.0
34437,53,87,1996.0,4,257000.0,2000.0,3,1,500.0
34438,60,593,2018.0,3,29000.0,1500.0,0,1,17990.0
34439,61,143,1995.0,4,84000.0,1500.0,4,1,350.0
34441,74,440,2004.0,9,200000.0,2900.0,0,1,1555.0
34442,79,257,1998.0,4,285000.0,1300.0,3,1,2800.0
34443,19,288,2015.0,3,80000.0,1500.0,0,1,8500.0
34444,71,457,2004.0,4,2.0,1900.0,0,1,4200.0
34445,60,593,2016.0,3,141000.0,1600.0,0,0,14250.0
34447,72,703,2007.0,10,224000.0,1800.0,4,1,6300.0
34448,81,25,1980.0,10,25641.0,1200.0,4,1,999.0
34449,61,143,2006.0,4,290000.0,1400.0,4,1,4300.0
34450,6,108,2003.0,4,275450.0,1400.0,0,1,3550.0
34453,83,789,2016.0,9,70000.0,2000.0,0,0,34999.0
34454,72,703,2010.0,10,192000.0,2000.0,0,1,7950.0
34455,81,41,2005.0,11,2222222.0,1690.0,4,1,4000.0
34456,55,178,1995.0,10,340000.0,1800.0,3,0,2200.0
34457,61,143,1993.0,4,22266.0,1400.0,4,1,1200.0
34458,72,328,2009.0,1,192000.0,1422.0,0,1,4600.0
34459,18,185,2006.0,2,215000.0,1400.0,3,1,1700.0
34461,81,41,1995.0,9,200.0,1700.0,4,1,1600.0
34462,60,567,1991.0,11,300000.0,2000.0,0,1,20000.0
34463,6,92,1992.0,10,100000000.0,1800.0,4,1,900.0
34464,82,545,2011.0,6,182300.0,2000.0,0,1,7300.0
34465,82,545,2009.0,11,235000.0,1400.0,3,0,7400.0
34466,60,522,2006.0,4,300000.0,1500.0,0,1,3500.0
34468,81,32,1985.0,4,2.0,1300.0,4,1,700.0
34469,79,570,2005.0,10,172.0,1497.0,2,0,7000.0
34470,66,655,2008.0,6,229000.0,1486.0,0,1,4250.0
34472,19,461,2015.0,10,154593.0,1200.0,4,1,3899.0
34474,55,289,2006.0,10,337000.0,2149.0,0,1,10200.0
34475,60,522,2008.0,4,0.0,1400.0,4,1,1700.0
34477,37,813,2011.0,4,260000.0,1600.0,0,1,6800.0
34478,26,175,1995.0,4,210000.0,1400.0,4,1,600.0
34479,8,51,2004.0,10,278000.0,2000.0,0,1,4800.0
34480,79,257,2003.0,11,255000.0,1600.0,4,1,4500.0
34481,55,289,1998.0,10,283000.0,1999.0,4,1,3650.0
34482,81,42,2007.0,9,100.0,1700.0,4,1,2500.0
34483,82,668,2013.0,6,220000.0,2000.0,0,1,14000.0
34484,72,328,2005.0,11,220000.0,1400.0,0,1,3300.0
34485,66,712,2016.0,10,138000.0,1600.0,0,0,15990.0
34487,55,361,2020.0,9,40000.0,3000.0,0,0,90000.0
34489,62,85,2003.0,10,1.0,2200.0,0,0,2200.0
34490,8,51,2005.0,10,189000.0,2000.0,4,0,4300.0
34491,71,131,2007.0,4,154000.0,1900.0,0,1,2900.0
34492,20,485,2006.0,4,130000.0,850.0,4,1,1000.0
34493,18,191,2007.0,5,240.0,1600.0,0,0,2200.0
34494,82,212,2012.0,6,170000.0,2000.0,0,1,9000.0
34495,8,783,2011.0,3,213000.0,2993.0,0,0,18500.0
34496,82,375,2008.0,4,162000.0,1400.0,4,1,5490.0
34497,82,375,2008.0,11,225000.0,1400.0,4,1,5300.0
34498,8,783,2016.0,9,140000.0,2000.0,5,0,36000.0
34499,74,617,2006.0,3,75000.0,2700.0,0,0,3000.0
34501,8,88,2000.0,10,0.0,2800.0,4,0,3200.0
34502,72,328,2003.0,4,125000.0,1200.0,4,1,1600.0
34503,72,328,2003.0,4,113000.0,1400.0,4,1,1300.0
34504,6,708,2008.0,2,123000.0,1800.0,4,1,4900.0
34505,27,630,2011.0,6,136000.0,2000.0,0,1,4200.0
34506,82,668,2005.0,6,230000.0,1900.0,0,0,3150.0
34507,37,650,2013.0,3,23000.0,2000.0,4,0,9300.0
34508,60,594,2014.0,9,118000.0,1500.0,0,1,6200.0
34509,41,791,2011.0,10,125000.0,3000.0,0,0,10500.0
34510,18,186,2010.0,4,85000.0,1200.0,4,1,2500.0
34511,27,337,2013.0,10,84000.0,1600.0,4,0,4700.0
34512,55,289,1997.0,10,190000.0,2000.0,3,0,3500.0
34513,16,153,2012.0,10,1.0,1400.0,4,0,3000.0
34514,35,240,2010.0,10,123000.0,1400.0,2,1,3550.0
34515,37,369,2010.0,10,2.0,3800.0,4,0,10000.0
34516,37,742,2010.0,10,1957896.0,2000.0,0,0,10800.0
34517,72,524,2010.0,11,200000.0,1400.0,4,0,7500.0
34518,55,289,2000.0,10,369592.0,200.0,4,1,5199.0
34519,6,92,1993.0,10,311000.0,2000.0,4,1,1500.0
34520,82,212,2004.0,10,20060.0,2000.0,0,1,3500.0
34521,72,328,2007.0,4,229000.0,1400.0,0,1,3700.0
34522,64,225,2009.0,9,170000.0,3000.0,0,0,22200.0
34523,43,228,2016.0,4,156000.0,1600.0,4,0,6200.0
34524,71,726,2000.0,10,1.0,1600.0,3,1,3100.0
34525,82,546,2012.0,10,125000.0,2000.0,0,0,6700.0
34526,83,789,2013.0,9,112000.0,2400.0,0,0,10500.0
34527,55,106,2016.0,10,0.0,1000.0,4,0,5150.0
34528,82,558,2010.0,4,85000.0,1200.0,4,1,3700.0
34529,60,593,2007.0,9,110000.0,1500.0,0,1,4400.0
34530,66,805,2015.0,4,12000.0,0.0,1,0,5900.0
34531,66,655,2013.0,6,72000.0,1500.0,0,1,3990.0
34532,82,466,2004.0,4,1.0,1000.0,4,1,1100.0
34533,79,150,2009.0,10,125600.0,2000.0,4,0,5700.0
34534,66,655,2011.0,6,135000.0,1500.0,0,0,3600.0
34535,37,119,2007.0,10,223000.0,1400.0,4,1,3500.0
34536,72,703,2018.0,4,47500.0,1600.0,0,0,20500.0
34537,81,30,1979.0,10,89000.0,1600.0,4,1,700.0
34538,18,191,2006.0,6,200000.0,2000.0,3,0,5000.0
34539,53,87,1998.0,11,1.0,2000.0,3,1,2250.0
34540,60,425,2011.0,3,35000.0,1600.0,4,0,6200.0
34541,8,76,2006.0,10,270009.0,2500.0,3,0,7800.0
34542,27,297,2016.0,3,183000.0,2000.0,4,0,15990.0
34543,66,383,2009.0,6,125600.0,1500.0,0,1,3700.0
34544,58,535,2009.0,9,110200.0,2400.0,4,1,3600.0
34545,79,230,2001.0,2,132000.0,1800.0,4,0,2100.0
34546,61,755,2003.0,10,126000.0,2000.0,0,1,2200.0
34547,79,145,2010.0,4,103000.0,1400.0,0,1,4300.0
34548,37,683,2012.0,10,123200.0,1999.0,4,0,8500.0
34549,55,106,2021.0,10,1593.0,2000.0,4,0,18700.0
34550,37,650,2019.0,3,52231.0,2000.0,4,0,13000.0
34551,16,172,2020.0,4,5005.0,0.0,1,0,10300.0
34553,78,494,2020.0,10,49695.0,0.0,1,0,36400.0
34554,47,345,2008.0,9,240000.0,2200.0,0,0,9000.0
34555,27,332,1985.0,4,123456.0,1100.0,4,1,400.0
34556,82,545,2013.0,10,200000.0,2000.0,0,0,7000.0
34557,66,489,2009.0,4,195000.0,1500.0,0,1,5000.0
34558,58,687,2002.0,11,150000.0,1600.0,4,1,3000.0
34559,61,249,2006.0,11,126456.0,1300.0,0,1,1800.0
